flavor	hit_def	drug	species	concentration	AUC	hit	min_abundance_ratio	max_abundance_ratio	abundance	control_abundance	abundance_ratio	species_abbr
absolute	AUC	Acarbose	Coprococcus comes	20	1.0166136999470334	FALSE	0.0727523736993372	0.7232694646971146	0.0032493485855322603	0.009965726891981991	0.326052341264394	Cc
absolute	AUC	Acarbose	Coprococcus comes	80	1.025731321015399	FALSE	0.9792276578581028	5.874634279779687	0.03511772279270818	0.009965726891981991	3.52384960709313	Cc
absolute	AUC	Acarbose	Dorea formicigenerans	5	0.992748846407383	FALSE	0.531254143987255	1.7809528004226958	0.007469817830503777	0.006525272078347147	1.1447519338375058	Df
absolute	AUC	Acarbose	Dorea formicigenerans	20	0.974924510673942	FALSE	0.12262836273779837	0.7113493466375339	0.003292601675095629	0.006525272078347147	0.5045922431374916	Df
absolute	AUC	Acarbose	Dorea formicigenerans	80	1.0343644459741432	FALSE	0.8167917982319698	2.8017455717059856	0.009619799869103524	0.006525272078347147	1.4742373580137706	Df
absolute	AUC	Acarbose	Eggerthella lenta	5	1.0772277227722769	FALSE	1.694190917102579	2.4572494772715965	0.05455460301999613	0.027229590575118312	2.0035043446391994	El
absolute	AUC	Acarbose	Eggerthella lenta	20	1.001757469244288	FALSE	1.780900188809488	3.219571058072725	0.05906013986376402	0.027229590575118312	2.1689690743176886	El
absolute	AUC	Acarbose	Eggerthella lenta	80	1.074934735697711	FALSE	0.5472650250496711	2.9725688576767735	0.049312590195413265	0.027229590575118312	1.8109927161546755	El
absolute	AUC	Acarbose	Enterocloster bolteae	5	1.0019265671753754	FALSE	1.3194519738280994	2.2858798916617253	0.014321144207260822	0.007199994902261682	1.9890492148490584	Eb
absolute	AUC	Acarbose	Enterocloster bolteae	20	1.0016301270913457	FALSE	1.4006565391456884	3.072822934372599	0.017076920961282712	0.007199994902261682	2.3717962572332465	Eb
absolute	AUC	Acarbose	Enterocloster bolteae	80	1.016007620274746	FALSE	1.2320077620405603	2.499622594076289	0.01274009214034995	0.007199994902261682	1.7694584945258776	Eb
absolute	AUC	Acarbose	Erysipelatoclostridium ramosum	5	0.9838325340089886	FALSE	1.411615845824744	2.3209299989718764	0.017839647002751015	0.00990384467920917	1.8012850141118657	Er
absolute	AUC	Acarbose	Erysipelatoclostridium ramosum	20	0.9861805353434372	FALSE	2.1404450141365228	4.267175955600866	0.025153399725215124	0.00990384467920917	2.5397611271124703	Er
absolute	AUC	Acarbose	Erysipelatoclostridium ramosum	80	1.0377358490566035	FALSE	1.2028817343065021	2.488111902953914	0.015467707612085508	0.00990384467920917	1.5617881856079974	Er
absolute	AUC	Acarbose	Escherichia coli ED1a	5	1.0173347650932365	FALSE	1.0091180157033843	1.3155690921525172	0.1759999628944796	0.15074648801004792	1.1675228074484125	Ec
absolute	AUC	Acarbose	Escherichia coli ED1a	20	1.032248669917014	FALSE	1.2134875874419813	1.73956188896668	0.221137299761144	0.15074648801004792	1.4669482697759713	Ec
absolute	AUC	Acarbose	Escherichia coli ED1a	80	1.1615074818402809	FALSE	1.0699568295472777	1.6517275281660477	0.21263443406023375	0.15074648801004792	1.4105432031428866	Ec
absolute	AUC	Acarbose	Eubacterium rectale	5	0.9316780536577236	FALSE	1.926492265358956	16.631524787129305	0.02140777746163741	0.0021630715273369466	9.896934609459484	Er
absolute	AUC	Acarbose	Eubacterium rectale	20	0.8509472511144128	FALSE	3.303300791219814	35.048506949558735	0.053684723454351775	0.0021630715273369466	24.81874629474016	Er
absolute	AUC	Acarbose	Eubacterium rectale	80	0.6774545149660436	TRUE	0.1986780931226861	3.694507587220334	0.0036496325052767665	0.0021630715273369466	1.6872454096652048	Er
absolute	AUC	Acarbose	Fusobacterium nucleatum subsp. nucleatum	5	0.9934979781760248	FALSE	1.0736541607135384	1.2484607810839565	0.20094772458836527	0.17109129923344135	1.1745058076517791	Fn
absolute	AUC	Acarbose	Fusobacterium nucleatum subsp. nucleatum	20	0.9901147289876324	FALSE	0.8566084476096804	1.4083928439505218	0.19067061107911243	0.17109129923344135	1.114437799779383	Fn
absolute	AUC	Acarbose	Fusobacterium nucleatum subsp. nucleatum	80	1.0167083073079326	FALSE	0.49725630014503275	0.8648350810805794	0.11939065110829034	0.17109129923344135	0.6978183674050582	Fn
absolute	AUC	Acarbose	Lacrimispora saccharolytica	5	0.972287703525026	FALSE	0.5031952678200857	1.971171038951426	0.0015357007340284442	0.0010457741224153118	1.4684822478506179	Ls
absolute	AUC	Acarbose	Lacrimispora saccharolytica	20	0.9923240175780578	FALSE	0.539259018909959	3.2575913315760054	0.002083119951835397	0.0010457741224153118	1.9919406181367725	Ls
absolute	AUC	Acarbose	Lacrimispora saccharolytica	80	1.068539645939702	FALSE	1.0109489543533308	3.1566889101027065	0.0018063445658484634	0.0010457741224153118	1.7272798467001116	Ls
absolute	AUC	Acarbose	Parabacteroides merdae	5	0.9840841406303684	FALSE	1.7908153924617995	2.243343560831691	0.042546367323681104	0.022117116908589383	1.923685058026611	Pm
absolute	AUC	Acarbose	Parabacteroides merdae	20	0.99809061988086	FALSE	1.896498065824507	4.149525545182599	0.05238642312161401	0.022117116908589383	2.3685918620464164	Pm
absolute	AUC	Acarbose	Parabacteroides merdae	80	1.0230864055550473	FALSE	2.274327432595054	4.472236480138113	0.06344108240776046	0.022117116908589383	2.868415565643754	Pm
absolute	AUC	Acarbose	Phocaeicola vulgatus	5	0.7836348826183697	FALSE	0.8494064953970755	1.376723751790273	0.05237299161476663	0.04949241231620487	1.058202442834224	Pv
absolute	AUC	Acarbose	Phocaeicola vulgatus	20	0.614638701336015	TRUE	0.41167540045187406	0.6706929194413401	0.026869167157174367	0.04949241231620487	0.5428946761679028	Pv
absolute	AUC	Acarbose	Phocaeicola vulgatus	80	0.5395451871134909	TRUE	0.10684389478171809	0.3143413962100068	0.009196039181140557	0.04949241231620487	0.18580705103617629	Pv
absolute	AUC	Acarbose	Roseburia intestinalis	5	0.7821516223503068	FALSE	1.1248038904038566	7.981636013063612	0.017965965199049583	0.008729285927926586	2.0581254122485744	Ri
absolute	AUC	Acarbose	Roseburia intestinalis	20	0.5798051234156971	TRUE	0.7694157561735381	2.217359930050042	0.014461009772017487	0.008729285927926586	1.6566085578379401	Ri
absolute	AUC	Acarbose	Roseburia intestinalis	80	0.4263357154165698	TRUE	0.04456773743122171	0.7123550674858692	0.002252674934151266	0.008729285927926586	0.25805947390777356	Ri
absolute	AUC	Acarbose	Ruminococcus gnavus	5	0.9879243922408286	FALSE	3.0664501189511926	8.597933184151412	0.010696055070592382	0.0020202255617520607	5.294485562946804	Rg
absolute	AUC	Acarbose	Ruminococcus gnavus	20	1.0287895476308706	FALSE	1.0936385542625289	2.957626492886741	0.0036055222788108185	0.0020202255617520607	1.7847127306338473	Rg
absolute	AUC	Acarbose	Ruminococcus gnavus	80	1.087412117917117	FALSE	0	0.489230544780002	3.5552214969310225e-4	0.0020202255617520607	0.17598141337483728	Rg
absolute	AUC	Acarbose	Streptococcus parasanguinis	5	0.9856831621537504	FALSE	0.050819766228492484	0.2255273056374013	0.00332869777844914	0.026793317125441436	0.12423612062906518	Sp
absolute	AUC	Acarbose	Streptococcus parasanguinis	20	0.9936415500245084	FALSE	0.02863176392253153	0.10561983439431644	0.0018571340727341235	0.026793317125441436	0.06931333153111874	Sp
absolute	AUC	Acarbose	Streptococcus parasanguinis	80	0.9687380861608844	FALSE	0.021781654220214487	0.12689403400705282	0.0016041336841985778	0.026793317125441436	0.05987066389310124	Sp
absolute	AUC	Acarbose	Streptococcus salivarius	5	1.0055690312906571	FALSE	0.10185134494191131	0.5007810147213365	0.003119542857873685	0.015546707847873972	0.2006561703222773	Ss
absolute	AUC	Acarbose	Streptococcus salivarius	20	0.9927536231884058	FALSE	0.17758559599406576	0.7247999862302276	0.005795244073118076	0.015546707847873972	0.37276342553195796	Ss
absolute	AUC	Acarbose	Streptococcus salivarius	80	0.9911409008811026	FALSE	0.07690693309426293	0.66193479385149	0.003645116705812705	0.015546707847873972	0.23446228883185571	Ss
absolute	AUC	Acarbose	Veillonella parvula	5	0.9556363636363636	FALSE	0.7906382102260748	1.1576048936297556	0.0876922450475991	0.09724807533894018	0.9017375895817371	Vp
absolute	AUC	Acarbose	Veillonella parvula	20	0.975190163226574	FALSE	0.927436447632786	1.4829116615230804	0.11095526485079604	0.09724807533894018	1.1409507536687178	Vp
absolute	AUC	Acarbose	Veillonella parvula	80	1.0327264846120503	FALSE	1.223468323569171	1.7334899433031214	0.13510141562854416	0.09724807533894018	1.3892451357795326	Vp
absolute	AUC	Amlodipine	Bacteroides fragilis	20	0.912192497220378	FALSE	0.6106855080518203	1.2222301012109675	0.011148289657461868	0.013723456448380758	0.8123529009907168	Bf
absolute	AUC	Amlodipine	Bacteroides fragilis	80	0.3814444765289177	TRUE	1.6611168602848365	5.181097716914155	0.04030714120087135	0.013723456448380758	2.9370983434444624	Bf
absolute	AUC	Amlodipine	Bacteroides fragilis	160	0.00791919850202708	TRUE	0.007147560238641741	0.057814539672239235	4.275805599251973e-4	0.013723456448380758	0.03115691455235739	Bf
absolute	AUC	Amlodipine	Bacteroides thetaiotaomicron	20	0.9162134802208072	FALSE	0.7786301511066416	1.5704404010166808	0.051060646026179365	0.04960204122327345	1.0294061447257847	Bt
absolute	AUC	Amlodipine	Bacteroides thetaiotaomicron	80	0.560304236149231	TRUE	1.2207891350318965	2.1927299280915737	0.08669146463311454	0.04960204122327345	1.7477398610047243	Bt
absolute	AUC	Amlodipine	Bacteroides thetaiotaomicron	160	0.023064428803465	TRUE	0.029933128161772127	0.07314109514078865	0.0025570034603979667	0.04960204122327345	0.05155036763281855	Bt
absolute	AUC	Amlodipine	Bacteroides uniformis	20	0.9087192364276286	FALSE	0.5057067228341185	0.8453525842826951	0.007203831871418615	0.011006462574290264	0.6545092778715185	Bu
absolute	AUC	Amlodipine	Bacteroides uniformis	80	0.00685085264487765	TRUE	0	0.09790539218566821	4.975175910979531e-4	0.011006462574290264	0.0452023152525038	Bu
absolute	AUC	Amlodipine	Bacteroides uniformis	160	0.01479652807787583	TRUE	0.006099458035560943	0.04082949001055773	2.159549935705659e-4	0.011006462574290264	0.019620744822683545	Bu
absolute	AUC	Amlodipine	Clostridium perfringens	20	0.8572658852025006	FALSE	0.9826530628962913	1.1943488009055656	0.31257769664347124	0.2943276404863475	1.0620059200928846	Cp
absolute	AUC	Amlodipine	Clostridium perfringens	80	0.5403069367471359	TRUE	0.8939760057567905	1.369242896569745	0.3503339546090441	0.2943276404863475	1.190285608345012	Cp
absolute	AUC	Amlodipine	Clostridium perfringens	160	0.31221990318221915	TRUE	1.2494767392819308	2.634132556903678	0.5232916309541488	0.2943276404863475	1.7779221485602261	Cp
absolute	AUC	Amlodipine	Collinsella aerofaciens	20	0.9401322242642502	FALSE	0.8548312514415966	2.0155309203123175	0.0025945457056872857	0.001590835923793219	1.6309323085317322	Ca
absolute	AUC	Amlodipine	Collinsella aerofaciens	80	0.6885320478390431	TRUE	1.8973988033351954	3.298926234471158	0.003623437298359418	0.001590835923793219	2.2776939118395227	Ca
absolute	AUC	Amlodipine	Collinsella aerofaciens	160	0.6265690376569039	TRUE	0	0.35180559798081623	1.637743757465137e-4	0.001590835923793219	0.10294862801187378	Ca
absolute	AUC	Amlodipine	Coprococcus comes	20	0.80724925864407715	FALSE	1.2335615734189023	1.631712210287709	0.01600148443346134	0.011800619510368125	1.355986812336615	Cc
absolute	AUC	Amlodipine	Coprococcus comes	80	0.0126724538170005	TRUE	0.6697698892534829	1.7136848546067684	0.010886006210295339	0.011800619510368125	0.9224944674074781	Cc
absolute	AUC	Amlodipine	Coprococcus comes	160	0.02801519468186134	TRUE	0.13827143566421166	1.1321572226205978	0.004992708734179325	0.011800619510368125	0.4230886971478649	Cc
absolute	AUC	Amlodipine	Dorea formicigenerans	20	0.8431758843113403	FALSE	0.7424116881989504	1.7661326312849246	0.01145166502871963	0.009758014401251774	1.1735650879189718	Df
absolute	AUC	Amlodipine	Dorea formicigenerans	80	0.14553990610328654	TRUE	0.39713804093061106	2.4577647716819957	0.007758262910669868	0.009758014401251774	0.7950657369059247	Df
absolute	AUC	Amlodipine	Dorea formicigenerans	160	0.04761546238733409	TRUE	0.004652883555796908	0.16976530883358792	3.851468035510544e-4	0.009758014401251774	0.039469792491969184	Df
absolute	AUC	Amlodipine	Eggerthella lenta	20	0.995049504950495	FALSE	0.6998332973928038	1.6998236003759697	0.014606727748769302	0.015592526818719707	0.936777465165755	El
absolute	AUC	Amlodipine	Eggerthella lenta	80	0.9399025254265744	FALSE	0.5671886413550679	1.9531242820302883	0.020574672713364765	0.015592526818719707	1.3195213933295091	El
absolute	AUC	Amlodipine	Eggerthella lenta	160	0.9126290172970956	FALSE	1.5011901361398228	5.919012535780199	0.04157356387310225	0.015592526818719707	2.666249310098402	El
absolute	AUC	Amlodipine	Enterocloster bolteae	20	0.9872781173247858	FALSE	0.8421896195959735	1.3542368183855207	0.008852494725285624	0.00872407095665976	1.0147206240370876	Eb
absolute	AUC	Amlodipine	Enterocloster bolteae	80	0.8161573987590227	FALSE	1.0037979228234077	2.2838965566771754	0.012833233697791867	0.00872407095665976	1.4710143649158727	Eb
absolute	AUC	Amlodipine	Enterocloster bolteae	160	0.2770231796914147	TRUE	1.5116791020741385	3.8252715547693215	0.0207991922128714	0.00872407095665976	2.3841154337464165	Eb
absolute	AUC	Amlodipine	Erysipelatoclostridium ramosum	20	0.968489341983318	FALSE	0.50995947190224	1.2635310331404461	0.005869163836732349	0.007403080009114429	0.7928002709016284	Er
absolute	AUC	Amlodipine	Erysipelatoclostridium ramosum	80	0.9064681590591768	FALSE	0.8054415438778414	2.2946864500435384	0.009130399968323877	0.007403080009114429	1.2333245023804724	Er
absolute	AUC	Amlodipine	Erysipelatoclostridium ramosum	160	0.7916221609492347	FALSE	1.8262602251315907	4.67755859583802	0.01916590226623202	0.007403080009114429	2.5889092435358787	Er
absolute	AUC	Amlodipine	Escherichia coli ED1a	20	1.0055287100910388	FALSE	0.9347647749892195	1.0713373121462415	0.17388925281788226	0.1736640150748454	1.0012969741770612	Ec
absolute	AUC	Amlodipine	Escherichia coli ED1a	80	0.9852089489318562	FALSE	1.193482645051429	1.4764121412630318	0.2252534174672426	0.1736640150748454	1.2970644342765152	Ec
absolute	AUC	Amlodipine	Escherichia coli ED1a	160	0.9633179953597416	FALSE	1.0633577505560337	2.074548745042838	0.2566075762121666	0.1736640150748454	1.4776093717606054	Ec
absolute	AUC	Amlodipine	Eubacterium rectale	20	0.69983552677114	TRUE	0.22895545225910752	0.9307007291937973	0.002120633745056465	0.0029916727363116296	0.7088454961390429	Er
absolute	AUC	Amlodipine	Eubacterium rectale	80	0.01236404423840021	TRUE	0.08850383892179622	0.4890313860143657	7.432724305737936e-4	0.0029916727363116296	0.24844710504336734	Er
absolute	AUC	Amlodipine	Eubacterium rectale	160	0.03208191126279856	TRUE	0.08631893498050248	0.33033933822303524	3.9924317184703684e-4	0.0029916727363116296	0.1334514858531135	Er
absolute	AUC	Amlodipine	Fusobacterium nucleatum subsp. nucleatum	20	0.9173162378358644	FALSE	0.8298994674688545	1.1315031684767707	0.17405215272869	0.165186580230767	1.053670052891329	Fn
absolute	AUC	Amlodipine	Fusobacterium nucleatum subsp. nucleatum	80	0.04255377425339783	TRUE	0.01776224984160031	0.6344146665764716	0.03810443452135284	0.165186580230767	0.23067512184174185	Fn
absolute	AUC	Amlodipine	Fusobacterium nucleatum subsp. nucleatum	160	0.05587008343265789	TRUE	0.00835612625036258	0.03530448784674442	0.0029722632679242767	0.165186580230767	0.01799337006536488	Fn
absolute	AUC	Amlodipine	Lacrimispora saccharolytica	20	0.8070368334249588	FALSE	0.5501883294329262	1.1752477454366623	0.0011179643296994617	0.001259989446187477	0.8872807094394638	Ls
absolute	AUC	Amlodipine	Lacrimispora saccharolytica	80	0.3524377812696138	TRUE	0.3525717611551877	1.3104239000012112	0.0010885006637534765	0.001259989446187477	0.8638966517117286	Ls
absolute	AUC	Amlodipine	Lacrimispora saccharolytica	160	0.08625145778604995	TRUE	1.0832731768804031	3.372170963624093	0.0020238735762487217	0.001259989446187477	1.6062623241588523	Ls
absolute	AUC	Amlodipine	Parabacteroides merdae	20	0.9443130242633292	FALSE	1.3112106808666755	1.6925287064018473	0.03148380835421925	0.02143895494530939	1.4685327915718938	Pm
absolute	AUC	Amlodipine	Parabacteroides merdae	80	0.3113493960338479	TRUE	1.2898743689966825	2.80020449240767	0.03537593971098686	0.02143895494530939	1.650077618112945	Pm
absolute	AUC	Amlodipine	Parabacteroides merdae	160	0.01780381483388995	TRUE	0.007408361101089316	0.04813483701791603	6.257725772889896e-4	0.02143895494530939	0.029188576536744944	Pm
absolute	AUC	Amlodipine	Phocaeicola vulgatus	20	0.9701070791195716	FALSE	0.8521010785677944	1.0500934568857665	0.048106834249303204	0.05119147474663626	0.9397430819760522	Pv
absolute	AUC	Amlodipine	Phocaeicola vulgatus	80	0.01034334147392615	TRUE	0.017379661787181994	0.04733861254694181	0.001516678959022669	0.05119147474663626	0.02962756917102351	Pv
absolute	AUC	Amlodipine	Phocaeicola vulgatus	160	0.01221088924005171	TRUE	0.02057738859556754	0.038998567141136704	0.0014792298258621333	0.05119147474663626	0.02889601897939719	Pv
absolute	AUC	Amlodipine	Roseburia intestinalis	20	1.0076240049059004	FALSE	1.1592440125496448	1.7254233666602492	0.01597347394069891	0.012087530459392799	1.3214836557691136	Ri
absolute	AUC	Amlodipine	Roseburia intestinalis	80	0.03444051184317993	TRUE	1.188858367478607	1.9870420789223209	0.017798056230728075	0.012087530459392799	1.4724311380657433	Ri
absolute	AUC	Amlodipine	Roseburia intestinalis	160	0.01606316362646337	TRUE	0.05852264462503194	0.8233720955347259	0.0033807297010006957	0.012087530459392799	0.2796873780263071	Ri
absolute	AUC	Amlodipine	Ruminococcus gnavus	20	0.9439370877727044	FALSE	0.9805909747487347	2.2205215914544234	0.00319528280977821	0.002520961070113113	1.2674859789226498	Rg
absolute	AUC	Amlodipine	Ruminococcus gnavus	80	0.6233766233766234	TRUE	0.5407865982417076	1.0456501574308432	0.00206453822982979	0.002520961070113113	0.8189488740249194	Rg
absolute	AUC	Amlodipine	Ruminococcus gnavus	160	0.4535063330244053	TRUE	0.9746436422826118	3.3947004784320396	0.005120334320327733	0.002520961070113113	2.0311040821023023	Rg
absolute	AUC	Amlodipine	Streptococcus parasanguinis	20	0.8932436178096061	FALSE	0.9993404872770059	1.1372528093766174	0.03491222472948392	0.03255186095635658	1.0725108704627353	Sp
absolute	AUC	Amlodipine	Streptococcus parasanguinis	80	0.7589198909714914	FALSE	0.5937765519162048	1.3087277318975086	0.030973973080262254	0.03255186095635658	0.9515269533066065	Sp
absolute	AUC	Amlodipine	Streptococcus parasanguinis	160	0.1907899488430303	TRUE	0.010396331791052614	0.04990681406608358	9.902568792900452e-4	0.03255186095635658	0.03042089914975114	Sp
absolute	AUC	Amlodipine	Streptococcus salivarius	20	0.9231067610972112	FALSE	0.890869564527908	2.205991237172066	0.017177367154159483	0.010634150200057597	1.61530228847684	Ss
absolute	AUC	Amlodipine	Streptococcus salivarius	80	0.5306577480490523	TRUE	0.5137843966293629	1.3044991398649761	0.011583372224773656	0.010634150200057597	1.0892616717705301	Ss
absolute	AUC	Amlodipine	Streptococcus salivarius	160	0.16332218506131527	TRUE	0.04047846385487238	0.32315963338587844	0.001226725036110934	0.010634150200057597	0.11535712896967448	Ss
absolute	AUC	Amlodipine	Veillonella parvula	20	0.9666878334935206	FALSE	0.8852862071539837	1.484965694152316	0.12207547311247757	0.1183356203649305	1.03160377860879	Vp
absolute	AUC	Amlodipine	Veillonella parvula	80	0.868294518469268	FALSE	1.1185423170131963	1.6297054260063704	0.15387733689211974	0.1183356203649305	1.3003467292230653	Vp
absolute	AUC	Amlodipine	Veillonella parvula	160	0.4869214561022104	TRUE	0.020972687171587498	0.5597509780949675	0.029418340283962605	0.1183356203649305	0.24860088782431322	Vp
absolute	AUC	Aprepitant	Bacteroides fragilis	5	0.9674295634705944	FALSE	1.622938031732916	7.197600394684943	0.04933204905785778	0.013723456448380758	3.594724786967099	Bf
absolute	AUC	Aprepitant	Bacteroides fragilis	20	0.3953703215269603	TRUE	1.375563241568994	3.4183594573493554	0.03164836410152335	0.013723456448380758	2.306151093972945	Bf
absolute	AUC	Aprepitant	Bacteroides fragilis	30	0.00386383537024253	TRUE	0.9316131741265155	2.425203569656838	0.019272441607297606	0.013723456448380758	1.4043431171868934	Bf
absolute	AUC	Aprepitant	Bacteroides thetaiotaomicron	5	0.9652766502341616	FALSE	1.0134895636149484	2.2132879466335678	0.07740010045780953	0.04960204122327345	1.5604216792089018	Bt
absolute	AUC	Aprepitant	Bacteroides thetaiotaomicron	20	0.9210951803535335	FALSE	0.7719324602277818	2.1058229185231947	0.062446843960149975	0.04960204122327345	1.258957140071278	Bt
absolute	AUC	Aprepitant	Bacteroides thetaiotaomicron	30	0.07862856597418802	TRUE	0.8905884021386055	1.9485732370914364	0.06991871830382612	0.04960204122327345	1.4095935687223295	Bt
absolute	AUC	Aprepitant	Bacteroides uniformis	5	0.9701975127951178	FALSE	0.20310092825501816	1.6319437709479117	0.008670153338195092	0.011006462574290264	0.7877329595838991	Bu
absolute	AUC	Aprepitant	Bacteroides uniformis	20	0.7336537329881953	TRUE	1.0969141345805025	4.5279750437875945	0.019625188203360594	0.011006462574290264	1.7830604584258167	Bu
absolute	AUC	Aprepitant	Bacteroides uniformis	30	0.00810500738063881	TRUE	1.1383086561132865	2.6003477757696123	0.019871538981310555	0.011006462574290264	1.8054428338972426	Bu
absolute	AUC	Aprepitant	Clostridium perfringens	5	0.9062352789290328	FALSE	0.012478284562557248	0.12960568936793565	0.01690448045616844	0.2943276404863475	0.05743422679648927	Cp
absolute	AUC	Aprepitant	Clostridium perfringens	20	0.31766026766511013	TRUE	0.02061424590220665	0.24905487230809245	0.03422975524119103	0.2943276404863475	0.11629813355154046	Cp
absolute	AUC	Aprepitant	Clostridium perfringens	30	0.00824349406591036	TRUE	0.009893639291164786	0.23219538201058143	0.03175876270965387	0.2943276404863475	0.10790275305837956	Cp
absolute	AUC	Aprepitant	Collinsella aerofaciens	5	0.9652395082662146	FALSE	0.03462851704589789	26.442597844963025	0.0081511369072477715	0.001590835923793219	5.1238074180598385	Ca
absolute	AUC	Aprepitant	Collinsella aerofaciens	20	0.9992314464809328	FALSE	0.03932806294152593	7.4293112477798315	0.0025398670133326574	0.001590835923793219	1.5965612640155564	Ca
absolute	AUC	Aprepitant	Collinsella aerofaciens	30	0.8546025104602512	FALSE	0.07878427746367482	9.94025252826959	0.002534585896392214	0.001590835923793219	1.5932415521197811	Ca
absolute	AUC	Aprepitant	Coprococcus comes	5	0.935555880153484	FALSE	0.023360600278593057	1.2407872263548938	0.007412340832753895	0.011800619510368125	0.6281314998963698	Cc
absolute	AUC	Aprepitant	Coprococcus comes	20	0.5842192298606188	TRUE	0.03833868098340559	0.6118675051589488	0.003170428902753709	0.011800619510368125	0.26866631027024834	Cc
absolute	AUC	Aprepitant	Coprococcus comes	30	0.02165516210354893	TRUE	0.04837250361520524	0.22194220109931245	0.0015074295149354107	0.011800619510368125	0.1277415574335712	Cc
absolute	AUC	Aprepitant	Dorea formicigenerans	5	0.9041804632013596	FALSE	0.022266904804548238	1.0201302886301216	0.005539455467556929	0.009758014401251774	0.5676826493355369	Df
absolute	AUC	Aprepitant	Dorea formicigenerans	20	0.7241464761864513	TRUE	0.023433940267875156	0.6803362055396878	0.002743169529015856	0.009758014401251774	0.2811196434249941	Df
absolute	AUC	Aprepitant	Dorea formicigenerans	30	0.35246412975670627	TRUE	0.006227799106120143	0.21492001623736473	8.931907833222968e-4	0.009758014401251774	0.09153407103065116	Df
absolute	AUC	Aprepitant	Eggerthella lenta	5	1.0653804930332265	FALSE	1.1638098488683881	2.5931706844513722	0.026724332740685062	0.015592526818719707	1.713919305792118	El
absolute	AUC	Aprepitant	Eggerthella lenta	20	1.1187856099042737	FALSE	0.30349704140901995	0.9292066692960597	0.008977341982636429	0.015592526818719707	0.5757464512973371	El
absolute	AUC	Aprepitant	Eggerthella lenta	30	1.0143041575154694	FALSE	0.4640631367292572	0.8648731333674466	0.010496391080898004	0.015592526818719707	0.6731680633248291	El
absolute	AUC	Aprepitant	Enterocloster bolteae	5	0.9970002062895388	FALSE	0.6711760902171301	2.243711878300694	0.012257329153875958	0.00872407095665976	1.4050010843296714	Eb
absolute	AUC	Aprepitant	Enterocloster bolteae	20	0.8860663247351863	FALSE	1.0499433780473846	2.645391719279228	0.012393185536599906	0.00872407095665976	1.4205736746259756	Eb
