NT_code	species_name	drug	conc	control	AUC
NT5002	Bacteroides uniformis	Chlorpromazine	80	FALSE	0.00322176481116878
NT5002	Bacteroides uniformis	Ciprofloxacin	20	FALSE	0.02461189475531592
NT5002	Bacteroides uniformis	Ciprofloxacin	80	FALSE	0.01372101762112743
NT5002	Bacteroides uniformis	Ciprofloxacin	320	FALSE	0.00537765827426053
NT5002	Bacteroides uniformis	Clomiphene	5	FALSE	0.9493161734309892
NT5002	Bacteroides uniformis	Clomiphene	20	FALSE	0.7271128147396952
NT5002	Bacteroides uniformis	Clomiphene	80	FALSE	0.00350815646377827
NT5002	Bacteroides uniformis	DMSO	0	TRUE	1
NT5002	Bacteroides uniformis	Diacerein	20	FALSE	0.7898481707658693
NT5002	Bacteroides uniformis	Diacerein	80	FALSE	0.1394524713912711
NT5002	Bacteroides uniformis	Diacerein	320	FALSE	0.014734858219823534
NT5002	Bacteroides uniformis	Dienestrol	5	FALSE	0.6482242907963953
NT5002	Bacteroides uniformis	Dienestrol	20	FALSE	0.0060646889262523755
NT5002	Bacteroides uniformis	Dienestrol	80	FALSE	0.005502135578597691
NT5002	Bacteroides uniformis	Doxycycline	0.5	FALSE	0.01451364636434438
NT5002	Bacteroides uniformis	Doxycycline	2.5	FALSE	0.013072142424334524
NT5002	Bacteroides uniformis	Doxycycline	20	FALSE	0.00686218446205375
NT5002	Bacteroides uniformis	Ebselen	1.25	FALSE	0.97527179829692
NT5002	Bacteroides uniformis	Ebselen	5	FALSE	0.8564727103289901
NT5002	Bacteroides uniformis	Ebselen	20	FALSE	0.919154628143392
NT5002	Bacteroides uniformis	Entacapone	5	FALSE	0.9486305692288274
NT5002	Bacteroides uniformis	Entacapone	20	FALSE	0.8428625520636123
NT5002	Bacteroides uniformis	Entacapone	80	FALSE	0.24372081282342545
NT5002	Bacteroides uniformis	Felodipine	5	FALSE	0.936931250328757
NT5002	Bacteroides uniformis	Felodipine	20	FALSE	0.6012308663405395
NT5002	Bacteroides uniformis	Felodipine	80	FALSE	0.00890895648350368
NT5002	Bacteroides uniformis	Ketoconazole	5	FALSE	0.9837174322693356
NT5002	Bacteroides uniformis	Ketoconazole	20	FALSE	0.8763719206392399
NT5002	Bacteroides uniformis	Ketoconazole	80	FALSE	0.25590713570208007
NT5002	Bacteroides uniformis	Lansoprazole	5	FALSE	0.9482930934722004
NT5002	Bacteroides uniformis	Lansoprazole	20	FALSE	0.8950570342205324
NT5002	Bacteroides uniformis	Lansoprazole	80	FALSE	0.6296857251041272
NT5002	Bacteroides uniformis	Loratadine	5	FALSE	0.9525775775775774
NT5002	Bacteroides uniformis	Loratadine	20	FALSE	0.8382132132132132
NT5002	Bacteroides uniformis	Loratadine	80	FALSE	0.3704404897134924
NT5002	Bacteroides uniformis	Loxapine	5	FALSE	0.9929272807576522
NT5002	Bacteroides uniformis	Loxapine	20	FALSE	0.8730367965025156
NT5002	Bacteroides uniformis	Loxapine	80	FALSE	0.01602217739405002
NT5002	Bacteroides uniformis	MGAM	0	TRUE	1
NT5002	Bacteroides uniformis	Mecillinam	0.5	FALSE	0.9944768818052705
NT5002	Bacteroides uniformis	Mecillinam	2.5	FALSE	0.9926957747000316
NT5002	Bacteroides uniformis	Mecillinam	20	FALSE	0.9827180310326378
NT5002	Bacteroides uniformis	Mefloquine	5	FALSE	0.9734157390193603
NT5002	Bacteroides uniformis	Mefloquine	20	FALSE	0.7462602946943807
NT5002	Bacteroides uniformis	Mefloquine	60	FALSE	0.00695303753461788
NT5002	Bacteroides uniformis	Methotrexate	5	FALSE	0.8129867219452072
NT5002	Bacteroides uniformis	Methotrexate	20	FALSE	0.04344931920643515
NT5002	Bacteroides uniformis	Methotrexate	80	FALSE	0.02981556773319189
NT5002	Bacteroides uniformis	Niclosamide	0	TRUE	1
NT5002	Bacteroides uniformis	Niclosamide	0.08	FALSE	0.9928499608982237
NT5002	Bacteroides uniformis	Niclosamide	0.16	FALSE	0.9805608311920456
NT5002	Bacteroides uniformis	Niclosamide	0.32	FALSE	0.9460395486537818
NT5002	Bacteroides uniformis	Niclosamide	0.625	FALSE	0.8640053226879575
NT5002	Bacteroides uniformis	Niclosamide	1.25	FALSE	0.3898815707875948
NT5002	Bacteroides uniformis	Niclosamide	2.5	FALSE	0.1256640556447155
NT5002	Bacteroides uniformis	Niclosamide	5	FALSE	0.00737347782370685
NT5002	Bacteroides uniformis	Niclosamide	10	FALSE	0.006564051355821855
NT5002	Bacteroides uniformis	Niclosamide	20	FALSE	0.008036363450662314
NT5002	Bacteroides uniformis	Niclosamide	80	FALSE	0.008031719420087935
NT5002	Bacteroides uniformis	Niclosamide	160	FALSE	0.04343735298729811
NT5002	Bacteroides uniformis	Nifurtimox	2.5	FALSE	0.8852769449266212
NT5002	Bacteroides uniformis	Nifurtimox	20	FALSE	0.008571908790408391
NT5002	Bacteroides uniformis	Nifurtimox	35	FALSE	0.01053737349432762
NT5002	Bacteroides uniformis	Olanzapine	5	FALSE	0.9829880106256081
NT5002	Bacteroides uniformis	Olanzapine	20	FALSE	1.0017121455323703
NT5002	Bacteroides uniformis	Olanzapine	80	FALSE	1.0047084002140183
NT5002	Bacteroides uniformis	Omeprazole	5	FALSE	0.9698346585889184
NT5002	Bacteroides uniformis	Omeprazole	20	FALSE	0.9819512810803988
NT5002	Bacteroides uniformis	Omeprazole	80	FALSE	0.873510773130545
NT5002	Bacteroides uniformis	Oxolinic acid	0.5	FALSE	1.0853166672343815
NT5002	Bacteroides uniformis	Oxolinic acid	2.5	FALSE	1.0487086904381753
NT5002	Bacteroides uniformis	Oxolinic acid	20	FALSE	0.9458733751255601
NT5002	Bacteroides uniformis	Sertindole	5	FALSE	0.9375236652783036
NT5002	Bacteroides uniformis	Sertindole	20	FALSE	0.00937896070975919
NT5002	Bacteroides uniformis	Sertindole	80	FALSE	0.00811153358681876
NT5002	Bacteroides uniformis	Simvastatin	5	FALSE	0.9775518364082939
NT5002	Bacteroides uniformis	Simvastatin	20	FALSE	0.7413064419750456
NT5002	Bacteroides uniformis	Simvastatin	80	FALSE	0.010052618457137615
NT5002	Bacteroides uniformis	Tamoxifen	20	FALSE	0.02636291473182059
NT5002	Bacteroides uniformis	Tamoxifen	80	FALSE	0.00350232028719026
NT5002	Bacteroides uniformis	Tamoxifen	320	FALSE	0.03230359103026498
NT5002	Bacteroides uniformis	beta-estradiol 17-valerate	5	FALSE	0.9262243799086016
NT5002	Bacteroides uniformis	beta-estradiol 17-valerate	20	FALSE	0.01123441754066744
NT5002	Bacteroides uniformis	beta-estradiol 17-valerate	80	FALSE	0.009772239292861255
NT5003	Bacteroides fragilis	Acarbose	5	FALSE	0.6942581728297355
NT5003	Bacteroides fragilis	Acarbose	20	FALSE	0.5834540578861389
NT5003	Bacteroides fragilis	Acarbose	80	FALSE	0.47149089143975564
NT5003	Bacteroides fragilis	Amlodipine	20	FALSE	0.9121924972203779
NT5003	Bacteroides fragilis	Amlodipine	80	FALSE	0.38144447652891766
NT5003	Bacteroides fragilis	Amlodipine	160	FALSE	0.007919198502027089
NT5003	Bacteroides fragilis	Aprepitant	5	FALSE	0.9674295634705945
NT5003	Bacteroides fragilis	Aprepitant	20	FALSE	0.3953703215269603
NT5003	Bacteroides fragilis	Aprepitant	30	FALSE	0.003863835370242535
NT5003	Bacteroides fragilis	Aripiprazole	5	FALSE	0.9475342239076241
NT5003	Bacteroides fragilis	Aripiprazole	20	FALSE	0.8359796977943514
NT5003	Bacteroides fragilis	Aripiprazole	80	FALSE	0.01479762077469898
NT5003	Bacteroides fragilis	Azithromycin	2.5	FALSE	0.00262831938612126
NT5003	Bacteroides fragilis	Azithromycin	20	FALSE	0.003424431966058055
NT5003	Bacteroides fragilis	Azithromycin	50	FALSE	0.01073552879733063
NT5003	Bacteroides fragilis	Chlorpromazine	5	FALSE	0.6901132225395706
NT5003	Bacteroides fragilis	Chlorpromazine	20	FALSE	0.011830462722265324
NT5003	Bacteroides fragilis	Chlorpromazine	80	FALSE	0.00144973497032573
NT5003	Bacteroides fragilis	Ciprofloxacin	20	FALSE	0.00485588769040045
NT5003	Bacteroides fragilis	Ciprofloxacin	80	FALSE	0.00335977712539722
NT5003	Bacteroides fragilis	Ciprofloxacin	320	FALSE	0.00245711425581289
NT5003	Bacteroides fragilis	Clomiphene	5	FALSE	0.8877781511053914
NT5003	Bacteroides fragilis	Clomiphene	20	FALSE	0.6790746266173295
NT5003	Bacteroides fragilis	Clomiphene	80	FALSE	0.00207537380312249
NT5003	Bacteroides fragilis	DMSO	0	TRUE	1
NT5003	Bacteroides fragilis	Diacerein	20	FALSE	0.2769704842753995
NT5003	Bacteroides fragilis	Diacerein	80	FALSE	0.018247387726165888
NT5003	Bacteroides fragilis	Diacerein	320	FALSE	0.01504065948496719
NT5003	Bacteroides fragilis	Dienestrol	5	FALSE	0.473314690179803
NT5003	Bacteroides fragilis	Dienestrol	20	FALSE	0.00455158089312741
NT5003	Bacteroides fragilis	Dienestrol	80	FALSE	0.007794659440367815
NT5003	Bacteroides fragilis	Doxycycline	0.5	FALSE	0.003241445402784805
NT5003	Bacteroides fragilis	Doxycycline	2.5	FALSE	0.002686113552574215
NT5003	Bacteroides fragilis	Doxycycline	20	FALSE	0.00367907174189897
NT5003	Bacteroides fragilis	Ebselen	1.25	FALSE	0.9851560923353002
NT5003	Bacteroides fragilis	Ebselen	5	FALSE	0.8996707048125434
NT5003	Bacteroides fragilis	Ebselen	20	FALSE	0.9417665813517728
NT5003	Bacteroides fragilis	Entacapone	5	FALSE	0.988251468566429
NT5003	Bacteroides fragilis	Entacapone	20	FALSE	0.9392575928009
NT5003	Bacteroides fragilis	Entacapone	80	FALSE	0.674091512736931
NT5003	Bacteroides fragilis	Felodipine	5	FALSE	0.9200930974493124
NT5003	Bacteroides fragilis	Felodipine	20	FALSE	0.13312457965624322
NT5003	Bacteroides fragilis	Felodipine	80	FALSE	0.0046844668389323905
NT5003	Bacteroides fragilis	Ketoconazole	5	FALSE	0.9806544844376406
NT5003	Bacteroides fragilis	Ketoconazole	20	FALSE	0.8697783468432012
NT5003	Bacteroides fragilis	Ketoconazole	80	FALSE	0.5127135081688696
NT5003	Bacteroides fragilis	Lansoprazole	5	FALSE	0.98957849319615
NT5003	Bacteroides fragilis	Lansoprazole	20	FALSE	0.9317879995170832
NT5003	Bacteroides fragilis	Lansoprazole	80	FALSE	0.6540325257218718
NT5003	Bacteroides fragilis	Loratadine	5	FALSE	0.9614873837981408
NT5003	Bacteroides fragilis	Loratadine	20	FALSE	0.7538001991370726
NT5003	Bacteroides fragilis	Loratadine	80	FALSE	0.5612146838362484
NT5003	Bacteroides fragilis	Loxapine	5	FALSE	0.9193866621568294
NT5003	Bacteroides fragilis	Loxapine	20	FALSE	0.8199898666067593
NT5003	Bacteroides fragilis	Loxapine	80	FALSE	0.5925469284591437
NT5003	Bacteroides fragilis	MGAM	0	TRUE	1
NT5003	Bacteroides fragilis	Mecillinam	0.5	FALSE	0.996492850538022
NT5003	Bacteroides fragilis	Mecillinam	2.5	FALSE	1.0007312119160459
NT5003	Bacteroides fragilis	Mecillinam	20	FALSE	0.9979651401080707
NT5003	Bacteroides fragilis	Mefloquine	5	FALSE	0.9612885594089196
NT5003	Bacteroides fragilis	Mefloquine	20	FALSE	0.8280986921256173
NT5003	Bacteroides fragilis	Mefloquine	60	FALSE	0.3428623843651951
NT5003	Bacteroides fragilis	Methotrexate	5	FALSE	0.9489593218878278
NT5003	Bacteroides fragilis	Methotrexate	20	FALSE	0.8055024868767824
NT5003	Bacteroides fragilis	Methotrexate	80	FALSE	0.007831024663010066
NT5003	Bacteroides fragilis	Niclosamide	0	TRUE	1
NT5003	Bacteroides fragilis	Niclosamide	0.08	FALSE	0.9873317048230416
NT5003	Bacteroides fragilis	Niclosamide	0.16	FALSE	0.972972972972973
NT5003	Bacteroides fragilis	Niclosamide	0.32	FALSE	0.8639758280599739
NT5003	Bacteroides fragilis	Niclosamide	0.625	FALSE	0.4565614565614565
NT5003	Bacteroides fragilis	Niclosamide	1.25	FALSE	0.00409500409500409
NT5003	Bacteroides fragilis	Niclosamide	2.5	FALSE	0.0074970074970075
NT5003	Bacteroides fragilis	Niclosamide	5	FALSE	0.00434700434700435
NT5003	Bacteroides fragilis	Niclosamide	10	FALSE	0.0041046690610569
NT5003	Bacteroides fragilis	Niclosamide	20	FALSE	0.00434700434700435
NT5003	Bacteroides fragilis	Niclosamide	40	FALSE	0.01088877487030386
NT5003	Bacteroides fragilis	Niclosamide	80	FALSE	0.009910115285364729
NT5003	Bacteroides fragilis	Niclosamide	160	FALSE	0.06163558582879928
NT5003	Bacteroides fragilis	Nifurtimox	2.5	FALSE	0.852182134643355
NT5003	Bacteroides fragilis	Nifurtimox	20	FALSE	0.00199389746533337
NT5003	Bacteroides fragilis	Nifurtimox	35	FALSE	0.00367814771921041
NT5003	Bacteroides fragilis	Olanzapine	5	FALSE	0.9909546377792822
NT5003	Bacteroides fragilis	Olanzapine	20	FALSE	0.9956433425000087
NT5003	Bacteroides fragilis	Olanzapine	80	FALSE	0.97107450598301015
NT5003	Bacteroides fragilis	Omeprazole	5	FALSE	0.9980230196343938
NT5003	Bacteroides fragilis	Omeprazole	20	FALSE	0.9757937945188944
NT5003	Bacteroides fragilis	Omeprazole	80	FALSE	0.8803274590676166
NT5003	Bacteroides fragilis	Oxolinic acid	0.5	FALSE	1.0619105952510666
NT5003	Bacteroides fragilis	Oxolinic acid	2.5	FALSE	1.067700114764972
NT5003	Bacteroides fragilis	Oxolinic acid	20	FALSE	0.9991533989161437
NT5003	Bacteroides fragilis	Sertindole	5	FALSE	0.9716561566544972
NT5003	Bacteroides fragilis	Sertindole	20	FALSE	0.02821108529704614
NT5003	Bacteroides fragilis	Sertindole	80	FALSE	0.00518685164354452
NT5003	Bacteroides fragilis	Simvastatin	5	FALSE	0.9625186188219363
NT5003	Bacteroides fragilis	Simvastatin	20	FALSE	0.7453278371236005
NT5003	Bacteroides fragilis	Simvastatin	80	FALSE	0.00537492425553757
NT5003	Bacteroides fragilis	Tamoxifen	20	FALSE	0.013187462018692385
NT5003	Bacteroides fragilis	Tamoxifen	80	FALSE	0.00182751718736402
NT5003	Bacteroides fragilis	Tamoxifen	320	FALSE	0.02057439786531845
NT5003	Bacteroides fragilis	beta-estradiol 17-valerate	5	FALSE	0.9479675937257657
NT5003	Bacteroides fragilis	beta-estradiol 17-valerate	20	FALSE	0.004682174073421905
NT5003	Bacteroides fragilis	beta-estradiol 17-valerate	80	FALSE	0.007723497327603325
NT5004	Bacteroides thetaiotaomicron	Acarbose	5	FALSE	0.8216139208303652
NT5004	Bacteroides thetaiotaomicron	Acarbose	20	FALSE	0.7378139546162947
NT5004	Bacteroides thetaiotaomicron	Acarbose	80	FALSE	0.7337159921063162
NT5004	Bacteroides thetaiotaomicron	Amlodipine	20	FALSE	0.9162134802208068
NT5004	Bacteroides thetaiotaomicron	Amlodipine	80	FALSE	0.560304236149231
NT5004	Bacteroides thetaiotaomicron	Amlodipine	160	FALSE	0.023064428803465004
NT5004	Bacteroides thetaiotaomicron	Aprepitant	5	FALSE	0.9652766502341614
NT5004	Bacteroides thetaiotaomicron	Aprepitant	20	FALSE	0.9210951803535337
NT5004	Bacteroides thetaiotaomicron	Aprepitant	30	FALSE	0.07862856597418802
NT5004	Bacteroides thetaiotaomicron	Aripiprazole	5	FALSE	0.9403873685639645
NT5004	Bacteroides thetaiotaomicron	Aripiprazole	20	FALSE	0.922077922077922
NT5004	Bacteroides thetaiotaomicron	Aripiprazole	80	FALSE	0.0243963156584516
NT5004	Bacteroides thetaiotaomicron	Azithromycin	2.5	FALSE	0.018011600691971108
NT5004	Bacteroides thetaiotaomicron	Azithromycin	20	FALSE	0.008258139268276619
NT5004	Bacteroides thetaiotaomicron	Azithromycin	50	FALSE	0.01466477912083917
NT5004	Bacteroides thetaiotaomicron	Chlorpromazine	5	FALSE	0.6331533890056902
NT5004	Bacteroides thetaiotaomicron	Chlorpromazine	20	FALSE	0.023248010966527215
NT5004	Bacteroides thetaiotaomicron	Chlorpromazine	80	FALSE	0.00218765192027224
NT5004	Bacteroides thetaiotaomicron	Ciprofloxacin	20	FALSE	0.06684620562387551
NT5004	Bacteroides thetaiotaomicron	Ciprofloxacin	80	FALSE	0.010547692511359074
NT5004	Bacteroides thetaiotaomicron	Ciprofloxacin	320	FALSE	0.0050686941443244
NT5004	Bacteroides thetaiotaomicron	Clomiphene	5	FALSE	0.9493808833928108
NT5004	Bacteroides thetaiotaomicron	Clomiphene	20	FALSE	0.8647117970759257
NT5004	Bacteroides thetaiotaomicron	Clomiphene	80	FALSE	0.00313290757922641
NT5004	Bacteroides thetaiotaomicron	DMSO	0	TRUE	1
NT5004	Bacteroides thetaiotaomicron	Diacerein	20	FALSE	0.7433693067495885
NT5004	Bacteroides thetaiotaomicron	Diacerein	80	FALSE	0.1026582454741192
NT5004	Bacteroides thetaiotaomicron	Diacerein	320	FALSE	0.01748348731180144
NT5004	Bacteroides thetaiotaomicron	Dienestrol	5	FALSE	0.8166673811509346
NT5004	Bacteroides thetaiotaomicron	Dienestrol	20	FALSE	0.4531932292961196
NT5004	Bacteroides thetaiotaomicron	Dienestrol	80	FALSE	0.005739219571540345
NT5004	Bacteroides thetaiotaomicron	Doxycycline	0.5	FALSE	0.00515507822553516
NT5004	Bacteroides thetaiotaomicron	Doxycycline	2.5	FALSE	0.003358095044265795
NT5004	Bacteroides thetaiotaomicron	Doxycycline	20	FALSE	0.00339248434237996
NT5004	Bacteroides thetaiotaomicron	Ebselen	1.25	FALSE	1.0053463979339368
NT5004	Bacteroides thetaiotaomicron	Ebselen	5	FALSE	0.8892677496301943
NT5004	Bacteroides thetaiotaomicron	Ebselen	20	FALSE	0.9053331344549566
NT5004	Bacteroides thetaiotaomicron	Entacapone	5	FALSE	0.9840725312423424
NT5004	Bacteroides thetaiotaomicron	Entacapone	20	FALSE	0.8309237931879442
