flavor	drug	concentration	category	expected	hit	result	fraction	n	n_total	sample_type	max_time	AUC
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Bioaccumulation_only	7.5	0.14655965335363105
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation_only	7.5	0.13011271407914202
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Bioaccumulation_only	1.25	0.11513988392562025
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation_only	5	0.08078281731514433
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation_only	1.25	-0
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation_only	2.5	-0
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation &_bioaccumulation	1.25	-0
absolute	Aprepitant	30	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.20833333333333334	0.8333333333333334	3.3333333333333335	Biotransformation &_bioaccumulation	2.5	-0
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation &_bioaccumulation	10	0.30328200926590204
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation &_bioaccumulation	7.5	0.24213985957186565
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Bioaccumulation_only	10	0.22450392534520885
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation &_bioaccumulation	5	0.21581397022123472
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation &_bioaccumulation	2.5	0.1922616372661406
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Bioaccumulation_only	7.5	0.19085519219507177
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Bioaccumulation_only	5	0.16652635866329474
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation &_bioaccumulation	1.25	0.1157358007345954
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation_only	2.5	0.10047661439974438
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Bioaccumulation_only	2.5	0.09178502286639623
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation_only	1.25	0.08285683490517587
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation_only	10	0.07877808392069319
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation_only	7.5	0.0512846673767939
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Biotransformation_only	5	0.04928761155793998
absolute	Aripiprazole	20	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.08730158730158731	1.8333333333333333	17.5	Bioaccumulation_only	1.25	0.032878965829419515
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation &_bioaccumulation	10	0.05997655130829775
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation_only	10	0.04962479314194889
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation &_bioaccumulation	7.5	0.036615072136644694
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation_only	7.5	0.03129843725252356
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation &_bioaccumulation	5	0.029118416476038623
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation_only	5	0.02767440492364621
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Bioaccumulation_only	10	0.010351758166348868
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation &_bioaccumulation	1.25	0.009274758653463444
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation_only	1.25	0.007324298512683958
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Bioaccumulation_only	7.5	0.005316634884121134
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Bioaccumulation_only	1.25	0.0019504601407794864
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Bioaccumulation_only	5	0.0014440115523924046
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Bioaccumulation_only	2.5	0.0013679411539304076
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation &_bioaccumulation	2.5	3.6007947258895334e-4
absolute	Azithromycin	2.5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.2333333333333333	4.666666666666667	20	Biotransformation_only	2.5	-0.0010078616813414543
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Bioaccumulation_only	10	0.1099822297465769
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation &_bioaccumulation	10	0.0962314727812699
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Bioaccumulation_only	7.5	0.07735684519246169
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation &_bioaccumulation	5	0.07689421273478317
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation &_bioaccumulation	2.5	0.07654323559263085
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation &_bioaccumulation	7.5	0.07171443387128115
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Bioaccumulation_only	5	0.06028192766543563
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation &_bioaccumulation	1.25	0.04945413700265244
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Bioaccumulation_only	2.5	0.04696226564449263
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Bioaccumulation_only	1.25	0.03264402244397163
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation_only	2.5	0.02958096994813822
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation_only	1.25	0.01681011455868081
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation_only	5	0.016612285069347518
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation_only	7.5	-0.005642411321180531
absolute	Chlorpromazine	5	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.8333333333333334	9.166666666666666	11	Biotransformation_only	10	-0.013750756965306999
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Bioaccumulation_only	10	0.1099822297465769
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation &_bioaccumulation	10	0.0962314727812699
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Bioaccumulation_only	7.5	0.07735684519246169
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation &_bioaccumulation	5	0.07689421273478317
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation &_bioaccumulation	2.5	0.07654323559263085
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation &_bioaccumulation	7.5	0.07171443387128115
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Bioaccumulation_only	5	0.06028192766543563
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation &_bioaccumulation	1.25	0.04945413700265244
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Bioaccumulation_only	2.5	0.04696226564449263
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Bioaccumulation_only	1.25	0.03264402244397163
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation_only	2.5	0.02958096994813822
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation_only	1.25	0.01681011455868081
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation_only	5	0.016612285069347518
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation_only	7.5	-0.005642411321180531
absolute	Chlorpromazine	5	sensitization (fraction of single-species non-hits)	FALSE	FALSE	sensitized in community	0.06666666666666667	0.6666666666666666	3.3333333333333335	Biotransformation_only	10	-0.013750756965306999
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation &_bioaccumulation	10	0.13446481731032528
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation_only	10	0.12031585700380647
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation &_bioaccumulation	7.5	0.09065412985018222
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation_only	7.5	0.08157473743528118
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation &_bioaccumulation	5	0.05055534126802406
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation_only	5	0.044526331647498474
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Bioaccumulation_only	10	0.012195945583624808
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Bioaccumulation_only	7.5	0.006475372784375664
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Bioaccumulation_only	5	0.0021229801747375404
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation_only	1.25	-0
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation_only	2.5	-0
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation &_bioaccumulation	1.25	-0
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Biotransformation &_bioaccumulation	2.5	-0
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Bioaccumulation_only	2.5	-0.007812058891576074
absolute	Chlorpromazine	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.25396825396825395	5.333333333333333	21	Bioaccumulation_only	1.25	-0.015491755750216774
absolute	Ciprofloxacin	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.35238095238095235	7.4	21	Bioaccumulation_only	5	0.04616126439859755
absolute	Ciprofloxacin	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.35238095238095235	7.4	21	Bioaccumulation_only	10	0.045424058584955504
absolute	Ciprofloxacin	20	protection (fraction of single-species hits)	FALSE	TRUE	protected in community	0.35238095238095235	7.4	21	Bioaccumulation_only	7.5	0.0446722663751719
